user,VIP,dynamic,foucs,fans,district,listen_songs,acclaim,comment,time,content
安瓜和尚,False,1,31,8,,3726,2,0,2020-04-01 11:10:37,今天是愚人节
小楠咂咂,False,14,66,11,广东省 - 东莞市,1812,1,0,2020-04-01 10:53:15,燕姿[爱心]
William-44,False,0,0,5,浙江省 - 温州市,1348,3,0,2020-04-01 10:51:22,愚：遇见你 就是个玩笑 却走了心.
脸是用来大笑的,False,0,7,2,广西 - 崇左市,4747,0,1,2020-04-01 10:48:48,愚人节快乐
羊绒小橘子,False,1,17,6,北京市 ,13585,0,0,2020-04-01 10:47:36,cc，橘子超喜欢你噢！
海梦思心,False,0,4,4,海外 - 其它,9328,1,0,2020-04-01 10:31:18,愚人不愚。
皓月星尘,False,1,16,8,四川省 - 广安市,2394,1,1,2020-04-01 10:29:11,号没了……[晕]
皓月星尘,False,1,16,8,四川省 - 广安市,2394,3,1,2020-04-01 10:28:38,小学满分作文[大哭]
罐装可爱不退换,False,16,0,0,,2332,2,0,2020-04-01 10:28:32,喜欢你好累啊，我偷下懒哦，如果偷懒我们都舒服的话我就不回来啦
_格瑞特,False,30,1,1,,4780,1,1,2020-04-01 10:23:55,九年了
羊绒小橘子,False,1,17,6,北京市 ,13585,1,0,2020-04-01 10:22:52,只要可以一直陪着你，陪你度过漫长岁月，别无他求
哼哼哈嘿799,False,5,2,3,四川省 - 成都市,8514,1,0,2020-04-01 10:22:41,爱是愚人的国度
羊绒小橘子,False,1,17,6,北京市 ,13585,0,0,2020-04-01 10:20:37,第二次喜欢你的时候，我们认识两年了，为你跑大半个城市，为你每天日行一万步…
February0,False,0,4,2,陕西省 - 西安市,2752,0,0,2020-04-01 10:17:28,愚人节听 过节不是主要的，其实想过的都行心底
也不是猪只打呼,False,101,22,20,,4093,2,0,2020-04-01 10:17:18,卡！
赵啉啉,False,11,29,17,江西省 - 南昌市,3909,2,0,2020-04-01 10:15:46,被分手 愚人节快乐
你别打我主意,True,0,26,1,山西省 - 临汾市,1391,1,0,2020-04-01 09:57:58,愚人节，翼城小妹妹有没有，我喜欢你 [憨笑][憨笑][憨笑]
想不出好名字的我-,False,1,17,9,陕西省 - 西安市,7692,2,0,2020-04-01 09:53:40,愚人节快乐啊[可爱]
皓月星尘,False,1,16,8,四川省 - 广安市,2394,2,0,2020-04-01 09:53:11,愚人不愚，只是不敢说出自己的心里话罢了
今天我心情有一点怪怪-,True,27,33,38,江苏省 - 无锡市,4350,1,0,2020-04-01 09:53:00,愚人节快乐
刺猬绾绾,False,6,29,4,山东省 - 济南市,631,1,0,2020-04-01 09:51:56,做个愚人，永远赤城
皓月星尘,False,1,16,8,四川省 - 广安市,2394,1,1,2020-04-01 09:48:33,巧了，我也是[鬼脸]
白酒清啤安慕希,False,2,14,4,湖北省 - 武汉市,4764,1,1,2020-04-01 09:46:20,五年
白酒清啤安慕希,False,2,14,4,湖北省 - 武汉市,4764,0,1,2020-04-01 09:45:34,爱对了人，愚人节快乐
山市丶,False,0,8,2,广西 - 北海市,4858,0,1,2020-04-01 09:33:40,今天也是愚人节
水冰月维尼,False,0,3,2,江苏省 - 南京市,602,1,0,2020-04-01 09:24:49,愚人节我也没敢跟你说心里话
盲人也看哑剧,True,3,7,3,重庆市 ,3551,1,1,2020-04-01 09:07:12,只要人傻  天天愚人节每天过👌
在-也不会见,True,6,3,6,广东省 - 深圳市,1684,3,0,2020-04-01 09:06:12,今天愚人节
不-三-,False,1,15,2,山东省 - 菏泽市,540,3,0,2020-04-01 09:04:17,已有对象的人来溜达溜达
不-三-,False,1,15,2,山东省 - 菏泽市,540,1,1,2020-04-01 09:04:00,主动啊兄弟!
不-三-,False,1,15,2,山东省 - 菏泽市,540,1,0,2020-04-01 09:03:26,打卡
April壹兀,False,3667,119,119,,24638,1,0,2020-04-01 08:56:42,对于某些神奇的国度来讲，或许4月1日才是最真实的吧？可真实它落满了灰尘……
大鱼66666,False,0,5,2,江苏省 - 盐城市,1863,0,0,2020-04-01 08:38:27,一年前的今天也是以开玩笑为借口说出了真心话的人
为什么不能叫鱼呢,True,9,22,10,山东省 - 潍坊市,1633,1,0,2020-04-01 08:38:03,鱼人节！
你不吃肉咩咩咩咩咩咩,False,29,38,19,广东省 - 深圳市,3620,1,0,2020-04-01 08:35:55,愚人节快乐呀
落日余夕,False,2,10,4,江苏省 - 南京市,2801,1,0,2020-04-01 08:35:19,愚人节快乐
肇事跑啦,False,7,22,10,台湾省 - 台北市,4080,2,0,2020-04-01 08:15:51,🐟人节快乐哦大家！！
一曲哀伤,False,0,1,2,贵州省 - 贵阳市,3369,2,0,2020-04-01 08:12:21,愚人的国度
小熊天天蓝,False,9,23,13,广东省 - 深圳市,4111,2,0,2020-04-01 08:10:55,愈人节来打卡
一起仰望星星,False,169,31,15,,10365,1,0,2020-04-01 08:02:58,愚人节快乐。
图图_LY,False,1,14,5,陕西省 - 西安市,3035,3,0,2020-04-01 05:56:00,2018–2020，2020希望是上天开的一个玩笑，变好🌎🌍🌏加油
最重要的小事Dyh,False,12,0,0,江苏省 - 苏州市,2510,1,0,2020-04-01 05:49:45,愚人节快乐
A_Fiona,False,2,20,52,云南省 - 昆明市,8396,0,0,2020-04-01 04:52:52,2020.4.1什么时候才能重回我身边
吴尤里,False,1,5,6,四川省 - 成都市,2688,2,0,2020-04-01 04:13:13,愚人节快乐
子之选天,False,0,6,0,西藏 - 拉萨市,409,2,0,2020-04-01 03:50:54,It's time
___路过人间_,False,2,1,3,江苏省 - 扬州市,973,2,0,2020-04-01 03:02:34,听着你的历史
H-S_Sun,True,68,67,138,,14909,2,0,2020-04-01 02:07:45,愚人节快乐
H-S_Sun,True,68,67,138,,14909,2,0,2020-04-01 02:07:19,今天
zkcoldfish,True,4,18,2,北京市 ,5205,2,0,2020-04-01 01:57:49,配着今天的日子，真应景。睡觉吧，好好爱自己
无惧世事无常,True,1,6,19,江苏省 - 南京市,2202,7,0,2020-04-01 01:49:43,有些时候情人节说的爱你都是假的愚人节说的爱你才是真的
Zzzz喵_,False,0,3,3,,370,2,0,2020-04-01 01:38:04,三年多 希望以后再无联系
慕沐啊_,True,187,19,62289,江苏省 - 苏州市,8272,0,0,2020-04-01 01:34:27,我想你了✨你有没有？我怕你忘了
Re_He,False,2,61,25,,6510,46,0,2020-04-01 01:34:23,趁着今天和她告白了，她同意了，开心的睡不着
晓炜是谁,False,11,5,4,内蒙古 - 通辽市,1316,1,0,2020-04-01 01:19:19,爱的小心翼翼
lonelydark,True,22,127,80,四川省 - 成都市,11845,2,0,2020-04-01 01:17:51,每一年的今天都会来听
-你的娜娜子,False,0,8,3,江苏省 - 常州市,3669,1,0,2020-04-01 01:16:43,愚人节快乐
神经七八M,True,2,12,12,,1269,3,0,2020-04-01 01:12:09,今天愚人节
做你的可口可乐哈,True,25,103,12,,3972,2,0,2020-04-01 01:06:16,愚人节快乐🙂
祈农,False,55,32,11,河北省 - 石家庄市,3513,1,0,2020-04-01 01:03:47,不需要你种种态度来证实我的期待有多傻，我承认我是个傻子，但我是自愿装睡的，等我醒来那个理智克制的我，你也不必觉得陌生冷酷，我吖！此刻只想在愚人的国度做个感情的俗人，不怕欺骗，唯愿真心换半刻真诚
Daconl,False,4,203,13,上海市 ,13912,1,0,2020-04-01 01:03:07,愚人节，再来听几遍
芊小尘,True,0,42,82,,2610,1,0,2020-04-01 00:56:16,愚人节快乐吧
及北人,False,336,87,408,,11684,1,0,2020-04-01 00:55:45,节日快乐啊 各位
流年盛夏丶,False,0,27,0,重庆市 ,5704,1,0,2020-04-01 00:52:00,愚人节听蛮不错的阿
小陈陈爱吃锅包肉,True,0,6,1,黑龙江省 - 哈尔滨市,5035,2,0,2020-04-01 00:51:30,民国三年等不到一场雨，愚人节50分钟了等不到一句我喜欢你
寒带的坚果,False,6,9,1,广东省 - 广州市,711,2,0,2020-04-01 00:49:00,来了来了，花粟鼠在哪
嘉行Jonny,False,2,25,1,河北省 - 衡水市,720,2,0,2020-04-01 00:43:40,今天
Wobushibinggan,False,0,3,2,,3579,3,0,2020-04-01 00:29:17,2020年愚人节打卡。
星河为你绚丽,False,0,10,11,广东省 - 阳江市,8109,1,1,2020-04-01 00:27:26,可怕的是差点把别人说的话当真了
-冰可乐要加冰-,False,11,42,0,,1740,1,0,2020-04-01 00:26:48,该放下了
安安的抹茶拿铁,False,0,30,0,广东省 - 广州市,2031,1,0,2020-04-01 00:25:44,2020愚人节快乐
未及远辰,True,56,47,54,,10383,2,0,2020-04-01 00:25:25,2020仿佛天天都是愚人节，愚人愚人，愚的到头来还是自己
乱码xz,False,0,13,0,,2240,0,0,2020-04-01 00:24:22,愚人节来听听
Cinshy,False,0,1,2,广东省 - 广州市,9222,1,0,2020-04-01 00:22:09,愚人节快乐
爱吃橙子的鬼,True,177,138,18,重庆市 ,5699,2,0,2020-04-01 00:20:23,愚人节都收不到一句我喜欢你，就听听歌自我欢喜一下吧
兔纸爹最傻咯嘿嘿,True,0,14,0,吉林省 - 长春市,6073,2,0,2020-04-01 00:17:58,愚人节快乐 你也快乐
dlwlrma姿,False,44,12,14,,1300,2,0,2020-04-01 00:17:49,又一年，爱是愚人的国度
LiqueurC,False,0,26,0,山东省 - 菏泽市,3905,2,0,2020-04-01 00:17:26,愚人节快乐
feiffffelixxxxxlin,False,9,58,14,,7447,2,0,2020-04-01 00:13:37,愚人节快乐
sivan1219,False,2,30,3,广东省 - 东莞市,6593,2,0,2020-04-01 00:10:35,又是一年愚人节，快乐。
中国好叔叔_,False,0,8,3,天津市 ,277,2,0,2020-04-01 00:10:27,2020年愚人节
吐司-煎蛋,True,6,48,8,江苏省 - 无锡市,5344,1,1,2020-04-01 00:08:59,一年一年又一年
HebeCattt,False,1,8,2,上海市 ,926,3,0,2020-04-01 00:08:12,又一年
采蘑菇的骷髅王,True,6,6,3,,1441,1,0,2020-04-01 00:07:30,听听
谁家年少不中二,False,5,18,4,,9983,0,0,2020-04-01 00:07:11,啊，怎么说呢，感觉跟以前用录音机录在磁带里听到的感觉不一样呢
洛复西汀,True,15,230,10,,3079,2,0,2020-04-01 00:03:57,有些感受，在难过的时候格外清晰，将自己困守在愚人的国度……
帐号已注销,False,0,0,1,,5279,1,0,2020-04-01 00:02:43,愚人节快乐
毗蓝婆婆,False,1,4,0,广西 - 南宁市,549,1,1,2020-04-01 00:02:41,每年愚人节必听的歌
Hei_Wildflower,False,19,3,1,上海市 ,2371,1,0,2020-04-01 00:01:49, 愚人
-Moraynia,False,0,4,3,,334,1,1,2020-04-01 00:01:46,好幸福呀 祝长长久久❤
-Moraynia,False,0,4,3,,334,1,0,2020-04-01 00:00:33,愚人节了😂
missherm,False,0,28,6,海外 - 意大利,6300,1,0,2020-03-31 23:58:53,爱 是愚人的国度
聴他說,True,139,4,1,,22600,0,0,2020-03-31 23:36:32,马上就要加入愚人的行列，转身看回头的路，也许从一开始，就再也找不到出去的路。
悸颠,False,0,9,2,甘肃省 - 庆阳市,531,1,0,2020-03-31 22:33:16,愚人不愚啊
winniewinner_,True,0,92,4,广东省 - 深圳市,8149,5,0,2020-03-31 21:43:32,明天是愚人节
Mirro苏苏,True,40,18,16,广东省 - 深圳市,4931,1,1,2020-03-31 21:24:56,明天又是愚人节了
重庆辣螃蟹,False,0,5,0,四川省 - 成都市,2346,3,0,2020-03-31 18:43:05,我知道其实你没那么需要我只是无聊时和我聊几句我其实也没太当真也没戳穿你因为我真的挺喜欢你的
是廷廷小怪兽呀,True,4,60,9,江苏省 - 镇江市,6363,4,0,2020-03-30 23:04:33,这歌听着就好难唱啊……yanzi的歌都是听起来平平的其实巨难唱型的
大陆孙燕姿,False,0,59,1,浙江省 - 杭州市,1377,1,0,2020-03-30 13:42:52,愚人吗？
beckey1990,True,1,1,1,湖北省 - 武汉市,1372,2,1,2020-03-29 22:31:26,晚安！小碗911
冷烟947,False,0,14,1,陕西省 - 汉中市,1959,1,1,2020-03-29 22:23:10,卑微
紫幻色的背影,False,4,55,19,海外 - 玻利维亚,5667,0,1,2020-03-29 22:19:15,害 喜欢归喜欢，有些事不能强求 懂得退出 [口罩]
冷烟947,False,0,14,1,陕西省 - 汉中市,1959,0,1,2020-03-29 21:49:25,可是我还是喜欢刘子涵
beckey1990,True,1,1,1,湖北省 - 武汉市,1372,7,0,2020-03-29 21:09:56,原来我不是愚人，而是蠢。自以为是的设想好的天长地久，忘了顾及她的感受，越是害怕失去她，反而越容易自己把她弄丢了，害怕在漩涡里轮回，从不说…我爱你，那么多
你的网友小宇,False,13,11,4,四川省 - 成都市,2179,1,1,2020-03-29 20:50:14,这首歌出来9年了
最林毅的林毅,False,63,4,4,福建省 - 福州市,6830,1,1,2020-03-29 20:12:22,emmm，这对自己来说何尝不是一种解脱呢？
锕魄,True,0,4,26,,16174,1,0,2020-03-29 15:23:23,@锕魄
一个自然的孩子,True,0,6,0,湖南省 - 长沙市,1446,5,0,2020-03-29 13:35:40,可惜现在才听到这首歌，旋律很好听
我很好24k,False,22,40,13,天津市 ,12820,1,1,2020-03-29 08:08:13,都会过去 唉
我很好24k,False,22,40,13,天津市 ,12820,1,1,2020-03-29 08:06:17,香菜？
每天请安王大人,True,0,8,6,,12797,5,0,2020-03-29 01:17:19,即使现在，我依然能够看到结局，但这个结局早已无关于我，但我有时会为此感到难过，这种难过很矛盾，矛盾的阴暗面不想说出来，人心往往就是这样，明明是却又为了让心里过得去而据理力争，蒙骗自己。
冷烟947,False,0,14,1,陕西省 - 汉中市,1959,2,0,2020-03-28 23:11:15,我喜欢刘子涵，实在没忍住，表白啦，然后把他删了，然后又加回来了因为还是放不下他，还是好喜欢他，忘不了他，后来发现真的挽回不了了，打破了那层关系，我们虽然躺在各自的列表里，可惜再也没有说过话了，我们回不去了，如果可以，我想，我可能永远不会说出来我喜欢你。
-贱贱呢,True,0,2,2,,1165,0,1,2020-03-28 22:22:12,哈哈哈是的 我们真的老了
梦不落飞行者,False,4,14,20,,14167,1,1,2020-03-28 19:00:29,这首歌很经典，JJ作曲，这合作绝了
孤傲鸭,False,1,17,8,浙江省 - 嘉兴市,7113,2,0,2020-03-28 18:02:32,孙燕姿的歌很治愈啊
-Moraynia,False,0,4,3,,334,1,1,2020-03-28 16:24:47,《她说》
倒挂天际的笑脸,False,7,43,5,河南省 - 郑州市,2053,1,1,2020-03-28 10:29:06,你有故事
Alcohol不醇,False,100,79,21,,10750,1,0,2020-03-28 10:20:31,不能碰触
紫幻色的背影,False,4,55,19,海外 - 玻利维亚,5667,3,0,2020-03-28 09:20:26,愚人节快到了 我想没有什么会永留于心、会过去的、我想这很快
紫幻色的背影,False,4,55,19,海外 - 玻利维亚,5667,1,1,2020-03-28 09:18:52,害 我是个男的，努力让自己变好吧
孤星苍月绝笑意,True,5,3,1,浙江省 - 台州市,2478,1,0,2020-03-28 01:29:42,累了。我想做个人。
梦不落飞行者,False,4,14,20,,14167,1,1,2020-03-28 00:36:37,我是从这首歌才发现。在《愚人的国度》之前燕姿还写过哪些中文词呢，好想知道
Max磊磊,False,1,20,2,天津市 ,3032,0,0,2020-03-28 00:32:02,竟然没有破万。。。看来我们都老了
Doubal-Voneia,True,11,11,10,海外 - 瑞士,3463,0,0,2020-03-27 23:25:43,五年前听的歌 现在听有了另一种的感觉
-Moraynia,False,0,4,3,,334,1,1,2020-03-27 23:00:03,燕姿早就写过中文词呀😂
七星不是北斗,True,1,4,6,黑龙江省 - 哈尔滨市,3645,2,0,2020-03-27 22:41:34,你的国度，人都是裸体我的国度，裸体都是人
梦不落飞行者,False,4,14,20,,14167,1,0,2020-03-27 20:03:08,燕姿也开始写中文词了，不错
_咱们裸熊,False,9,8,14,海外 - 捷克,3422,2,0,2020-03-27 17:44:59,我是自由的 希望你也是
依旧是星的樓儡,False,1,10,1,江西省 - 宜春市,526,2,0,2020-03-27 10:48:12,这个旋律我爱了！！！
是毛呀-,False,24,100,14,辽宁省 - 大连市,4795,1,0,2020-03-26 23:11:00,不与愚人人自愚
Selina硕,False,44,1,3,湖南省 - 长沙市,1300,1,0,2020-03-26 17:56:16,大家都是VIP，说话硬气点
倒一韶时光,False,5,36,14,,2285,2,0,2020-03-26 16:23:05,来，你能不能再重复
熬夜贩,False,13,9,4,河南省 - 许昌市,6115,3,0,2020-03-25 23:03:20,我知道其实你没那么需要我只是无聊时和我聊几句我其实也没太当真也没戳穿你因为我真的挺喜欢你的
文昊很大块,False,3,19,12,海外 - 日本,3186,3,0,2020-03-25 10:48:55,从初一听到了现在高一 现在转过来又在私人听到了 真的还是好好听啊
欢欢不可以哭噢,False,16,18,7,重庆市 ,7484,1,0,2020-03-25 06:55:10,愚人节又快到了 去年我有你 今年我没你
要吃牙牙乐,True,0,8,2,广东省 - 广州市,1355,7,0,2020-03-24 23:15:34,愚人节给我开的玩笑吗？姿妈歌曲全都开始要VIP了
夏沫0029,False,0,20,9,山东省 - 青岛市,2112,3,0,2020-03-24 22:50:06,为什么别的专辑都要收费了
Coupe_KOhv,True,0,6,2,上海市 ,2689,2,0,2020-03-24 21:34:02,为什么这首才999+
SenduAbullet,False,1,11,24,湖北省 - 武汉市,14137,2,0,2020-03-24 15:42:15,智者不入爱河，我入。
源源儿啊,False,2,7,3,四川省 - 内江市,514,1,1,2020-03-24 13:52:51,不是只要爱对了人，每天都是情人节吗    😂😂😂
我有一只穿天猴,False,45,7,5,上海市 ,9647,2,0,2020-03-24 00:04:59,删的时候毫无保留，怀念都成了一场空。
lukaluka16,False,0,92,5,上海市 ,3059,0,1,2020-03-23 23:05:36,好巧
suspender,True,14,24,60,四川省 - 巴中市,3665,0,1,2020-03-23 23:02:31,但愿是你说的那样
suspender,True,14,24,60,四川省 - 巴中市,3665,2,1,2020-03-23 22:52:58,不甘心最可怕，分手后要死要活，时间长了觉得自己已经忘了，可当别人提起她的时候，莫名的心悸就知道自己输了
suspender,True,14,24,60,四川省 - 巴中市,3665,1,1,2020-03-23 22:50:59,你不是个爱音乐的人
孤独者丿灬,False,0,4,3,贵州省 - 铜仁地区,2750,3,0,2020-03-23 22:40:19,昨晚跟她表白复合，但她没有同意，感觉我的世界都崩塌了一样，她还觉得我是想和她玩玩而已，但她永远不知道我对她有心动，以前也觉得我和她分手是为了玩，她永远都不会理解我的，希望她能看见
裸幂呕与猪力夜,False,2,3,8,广东省 - 广州市,8398,4,0,2020-03-23 11:43:22,高中在江南中学读，有个舍友特别喜欢孙燕姿，有个喜欢周杰伦，我则夹在两者中间学习备考。
Tainc丶,True,2,9,3,海南省 - 海口市,6486,1,1,2020-03-23 11:01:26,你要把我笑死hhh
帐号已注销,False,3,4,1,,1748,2,0,2020-03-23 00:24:17,只要爱错了人，每天都是愚人节[多多笑哭]
Cathy_720,True,0,134,8,海外 - 爱尔兰,6415,2,0,2020-03-22 14:21:36,就算你不肯加我  我还是会陪你  小哥哥
九襄刺,True,87,13,5,海外 - 其它,4374,5,0,2020-03-22 11:42:15,我多么想念你走在我身边的样子
人间烟火火锅气,False,5,11,5,山西省 - 太原市,2897,6,0,2020-03-22 11:29:54,祝大家都听不懂这首，祝幸福
来世做个凡人吧,False,0,2,1,,1197,3,0,2020-03-22 10:38:47,这个版本太快了，还是喜欢燕姿在演唱会上第一次唱的时候那个版本。那个版本比这个节奏慢，也比这个听着有感觉。
LY5533,False,0,8,1,广西 - 南宁市,732,1,0,2020-03-22 09:27:05,河有两岸，事有两面……………………
Decca被注册了,True,0,45,5,,6994,1,0,2020-03-22 02:40:08,我曾经以为很糟糕的人才会伤害我 没想到 美好如你 不喜欢我 也没办法 也还是会伤到我 算了 我自找的
薄荷找到了,False,5,9,11,山西省 - 太原市,4346,2,0,2020-03-21 23:34:31,别在垃圾堆找男朋友。
偏犟,False,2,39,42,黑龙江省 - 哈尔滨市,18701,1,0,2020-03-21 18:36:17,看我们骗得好辛苦
xue_十二月,False,14,10,0,山东省 - 济宁市,1970,1,0,2020-03-21 11:21:29,小花花呀，你是不是忘了，你只需要放过自己，就会好起来的
敏熙薆莬,False,0,9,1,北京市 ,6984,1,1,2020-03-21 10:39:46,听燕姿的歌根本没法写代码，注意力都在歌上面了[大哭]
MIssGaoo,False,1,31,14,,4212,2,0,2020-03-21 09:35:45,真好听，[爱心]
老街的造梦师,False,0,16,7,浙江省 - 金华市,1112,0,0,2020-03-21 08:29:39,愚人才能懂爱的快乐和痛苦
董丁宁,False,0,32,1,山东省 - 烟台市,4971,1,0,2020-03-20 20:13:05,之前是在虾米收藏的，听不了了，回网易云来听听，期待再开演唱会的时刻
zf_阿飛,False,30,2,15,吉林省 - 长春市,9170,2,0,2020-03-20 16:58:01,爱是愚人的国度不能自拔 不懂退出
从南到北的姑娘,False,10,68,15,云南省 - 怒江傈僳族自治州,4973,1,0,2020-03-20 14:32:54,会哄自己吗？反正我会
采蘑菇的骷髅王,True,6,6,3,,1441,1,0,2020-03-20 01:57:48,我已经很想你了，再听这首歌的话会想到哭的
ai桑酾,False,110,42,17,山东省 - 淄博市,2548,1,0,2020-03-20 00:11:06,觉得好奇怪，不痛了放下了却好像
小仙女不是仙女_ling,True,6,7,1,四川省 - 成都市,1466,1,1,2020-03-19 21:44:32,加油💪
小仙女不是仙女_ling,True,6,7,1,四川省 - 成都市,1466,1,0,2020-03-19 21:42:35,几年过去了，什么时候还能在成都看到你的演唱会？
庚木涤生,False,76,59,42,四川省 - 成都市,10396,1,0,2020-03-19 18:59:26,吃俺老孙一棒
HeatoN088,True,0,14,0,青海省 - 西宁市,3423,0,1,2020-03-19 17:25:01,唉，同感，不能给她什么，却又那么喜欢
FYcs与否,False,0,8,3,,346,1,0,2020-03-18 23:51:19,孙燕姿你坏的很，唱歌这么好听让我每天花那么多时间听你唱歌，嘤嘤嘤
呀没酷起来,False,1,6,2,,980,3,0,2020-03-17 08:51:24,我们总要离开错的人，才能遇到对的人，每一次分别都是为了明天的相遇
呀没酷起来,False,1,6,2,,980,4,1,2020-03-17 08:36:29,这不是你的原因，这是对方的原因，因为他没给你足够的安全感，所以你才这样
Aglily,True,6,27,12,江苏省 - 无锡市,3152,3,0,2020-03-16 22:17:06,真的很想做好，真的……很想做好
王莳依,False,6,44,18,,2703,1,1,2020-03-16 13:25:31,我2020年
速度看攻略,False,0,7,3,广东省 - 佛山市,1469,1,0,2020-03-15 23:50:48,如果我离开，你会难过么？你是的不愿付出，是因为习惯我，而不是爱喜欢我？习惯和喜欢，哪个更加重要？
尧小劼,False,0,25,6,,1535,3,0,2020-03-15 11:24:56,网恋一线牵，珍惜这段缘。樊程再见！爱情的双向选择，我无你。
柳青芜,False,2,30,3,,20040,2,0,2020-03-15 11:00:11,疯狂押韵
贺哈哈嘿,False,5,29,2,,3421,2,0,2020-03-15 10:58:41,旋律一出来我就想哭
骡不羁,True,2,12,5,,1571,5,0,2020-03-15 10:55:07,各取所需，互相欺骗
6枫6,False,1,4,0,广西 - 南宁市,2935,1,0,2020-03-15 00:24:17,好想你[流泪]
精彩世界2019,False,0,3,0,山西省 - 太原市,2331,2,1,2020-03-14 23:52:48,只要爱错了人，每天都是双十一～
学习中的胖虎超酷,True,36,42,26,安徽省 - 芜湖市,1945,3,0,2020-03-14 23:40:04,对不起 怪我太喜欢你了
池__祁,False,34,156,29,海外 - 其它,8345,1,1,2020-03-14 23:36:42,别逞强了，我们应该原谅所有
你妹的自来也,False,0,4,0,甘肃省 - 兰州市,1386,2,1,2020-03-14 23:34:19,还没来及说声爱你
你妹的自来也,False,0,4,0,甘肃省 - 兰州市,1386,1,1,2020-03-14 23:33:26,好想见你
你妹的自来也,False,0,4,0,甘肃省 - 兰州市,1386,1,1,2020-03-14 23:33:02,不能爱你而已
你妹的自来也,False,0,4,0,甘肃省 - 兰州市,1386,1,1,2020-03-14 23:32:48,只是不能再爱你而已
Agonni1912,False,0,4,0,山东省 - 菏泽市,235,1,1,2020-03-14 23:29:15,真情终被辜负，智者不入爱河
无疾1908,False,9,11,6,广东省 - 汕头市,913,1,1,2020-03-14 23:11:28,入戏太深，覆水难收
罗曼替可斯,False,3,30,10,广东省 - 梅州市,999,1,0,2020-03-14 23:02:52,难忘那个不知所措的·时刻
乔在我心,False,5,2,1,江苏省 - 南京市,7557,1,1,2020-03-14 22:37:15,嘴角轻轻上扬，眉角稍稍一动！想抽自己耳光，为何动了真情
玺烊烊咪,False,14,8,2,宁夏 - 吴忠市,253,1,1,2020-03-14 22:20:45,如果觉得太难 及时道别没有错
琴非得以520,False,5,8,4,,3557,3,0,2020-03-14 22:05:44,最怕喜欢上一个不能喜欢你的人
太空中漂浮的蓝莲花,False,0,3,0,北京市 ,935,1,1,2020-03-14 21:32:28,爱过、错过、渡边……
九山八海皆可斩,False,0,13,4,海外 - 挪威,757,1,1,2020-03-14 21:12:15,爱对了人，每天都是情人节
秦氏白月光1994,False,0,3,0,山东省 - 威海市,0,1,1,2020-03-14 20:58:24,我暗恋了你五年，用一天澄清了我对你的所有喜欢，很遗憾，你放弃了我，你很轻松。毕竟……我是爱的最深的那个呀。
逐鹿归林,False,5,22,4,山东省 - 泰安市,680,1,1,2020-03-14 20:23:12,愚人节说的都是真心话
-RONGXUE,False,14,19,0,江苏省 - 苏州市,3848,1,0,2020-03-14 19:59:18,何为爱错，爱了就不会后悔，只因我爱而已
MilkyCh,True,8,10,2,江苏省 - 苏州市,1099,0,1,2020-03-14 18:39:23,愚人节…娱人劫
喋喋-0504,False,0,5,0,山东省 - 青岛市,249,2,1,2020-03-14 17:54:36,已经坚持三年了，会一直等他.各自安好
Hornbey,False,1,24,0,福建省 - 宁德市,895,1,1,2020-03-14 17:48:18,7年
1998年的时候,False,5,25,23,,6898,1,1,2020-03-14 17:47:54,你可以选择不过的，是不舍得还是甘愿去过呢
欢余时光,False,6,6,7,广东省 - 佛山市,8897,2,1,2020-03-14 17:17:28,今天也是愚人节
The-end__茫,False,0,4,0,甘肃省 - 兰州市,1822,3,1,2020-03-14 17:09:06,啊，我过了十年的愚人节啊
Peach_and_lion,False,0,29,1,,848,2,1,2020-03-14 16:28:50,九年了…
口袋会发光,False,1,6,1,,714,2,1,2020-03-14 16:21:50,错了就错了，老师不可能看你可怜给你半对的，爱情也如此，错了就别回头
狠好123,False,0,17,3,江苏省 - 扬州市,3291,1,0,2020-03-14 15:45:05,你还好嘛，PSY😳
氧气舱2,True,12,18,23,,8272,0,1,2020-03-14 14:12:44,愚人节快乐
Hazel-LY,False,4,3,0,,972,0,1,2020-03-14 13:50:07,学会遗忘就好了
暖洋里的小鱼,False,2,5,0,河北省 - 石家庄市,104,1,1,2020-03-14 13:46:41,如果爱对了人，每天都是情人节～
SeeForever,True,512,24,62,,2430,2,1,2020-03-14 13:13:31,每天都是愚人节
达瓦里希_vbs,False,2,1,0,湖南省 - 长沙市,3644,4,0,2020-03-14 12:48:56,这首歌想哭
曾经也是长安,False,6,6,4,河北省 - 邯郸市,1664,2,1,2020-03-14 09:28:18,最怕喜欢上一个不能喜欢你的人
情深时见鹿_TOrk,False,0,7,0,湖南省 - 永州市,131,1,1,2020-03-14 09:25:30,只要爱对了人，每天都是情人节[多多无语]
半颗晚晚_绯色,True,13,0,246,台湾省 - 台北市,419,2,1,2020-03-14 09:20:54,“来的是你 走的也是你 让我难过的还是你 怎么留下来的不是你”
故人故事几重逢,False,28,58,6,江西省 - 赣州市,3212,1,1,2020-03-14 08:39:18,真实
后知后觉生物,False,76,0,7,,1620,1,1,2020-03-14 08:35:11,也有可能是清明节 中元节……
伦先森缺了水,True,94,34,64,河北省 - 邯郸市,4155,0,1,2020-03-14 08:10:51,大智若愚
可能灯火阑珊处,True,6,9,3,海外 - 挪威,874,0,1,2020-03-14 07:43:00,爱对了人每天都是情人节～
